Date,Service,Agence,Departement,Agent,Montant,ClientID
2024-08-13,Achat Facture Courant,Labé,Finance,Agent_001,7362,CLT_7388
2024-05-18,Paiement Mobile,Labé,Opérations,Agent_046,32488,CLT_5350
2024-03-10,Transfert d'Argent,Kindia,Opérations,Agent_047,5084,CLT_6934
2024-05-08,Transfert d'Argent,Conakry,Opérations,Agent_049,25568,CLT_4167
2024-09-23,Achat Facture Courant,Kankan,Finance,Agent_038,47757,CLT_7917
2024-01-02,Wallet,Kindia,Ventes,Agent_003,21679,CLT_5121
2024-12-15,Wallet,Labé,Marketing,Agent_025,19379,CLT_2014
2024-01-30,Transfert d'Argent,Labé,Finance,Agent_020,39195,CLT_9212
2024-02-10,Achat Facture Courant,Kindia,Support Client,Agent_004,37311,CLT_1966
2024-05-31,Achat Facture Courant,Labé,Opérations,Agent_044,1040,CLT_7981
2024-09-19,Wallet,Kindia,Finance,Agent_009,35587,CLT_1127
2024-01-19,Achat Facture Courant,Kankan,Finance,Agent_028,17376,CLT_8937
2024-05-19,Wallet,Nzérékoré,Support Client,Agent_009,49515,CLT_3179
2024-06-25,Achat Facture Courant,Kindia,Finance,Agent_015,9359,CLT_2781
2024-08-22,Transfert d'Argent,Kankan,Finance,Agent_002,20265,CLT_2863
2024-06-14,Wallet,Nzérékoré,Marketing,Agent_006,12528,CLT_8573
2024-06-22,Transfert d'Argent,Conakry,Opérations,Agent_031,38140,CLT_5645
2024-11-03,Transfert d'Argent,Kindia,Finance,Agent_012,23866,CLT_7908
2024-03-19,Wallet,Labé,Marketing,Agent_030,13616,CLT_2904
2024-03-23,Paiement Mobile,Kindia,Support Client,Agent_008,2752,CLT_2954
2024-05-31,Wallet,Kindia,Marketing,Agent_039,37704,CLT_2495
2024-05-19,Paiement Mobile,Conakry,Support Client,Agent_043,2259,CLT_6826
2024-03-28,Paiement Mobile,Labé,Opérations,Agent_040,26290,CLT_3494
2024-07-05,Achat Facture Courant,Labé,Support Client,Agent_009,48530,CLT_1953
2024-12-03,Paiement Mobile,Kindia,Support Client,Agent_027,43636,CLT_7599
2024-04-21,Transfert d'Argent,Labé,Finance,Agent_007,2383,CLT_7721
2024-12-27,Transfert d'Argent,Kankan,Support Client,Agent_008,22279,CLT_9466
2024-04-27,Achat Facture Courant,Conakry,Opérations,Agent_014,34259,CLT_8811
2024-05-26,Paiement Mobile,Nzérékoré,Ventes,Agent_008,34418,CLT_2304
2024-01-26,Achat Facture Courant,Labé,Ventes,Agent_033,33393,CLT_6727
2024-02-26,Transfert d'Argent,Kindia,Finance,Agent_036,3053,CLT_4514
2024-11-05,Paiement Mobile,Kindia,Ventes,Agent_002,33531,CLT_6722
2024-09-18,Wallet,Labé,Opérations,Agent_033,27025,CLT_7036
2024-01-06,Wallet,Kankan,Ventes,Agent_049,49898,CLT_4673
2024-01-30,Wallet,Conakry,Finance,Agent_042,43132,CLT_3421
2024-03-28,Achat Facture Courant,Conakry,Support Client,Agent_048,40474,CLT_7771
2024-01-27,Transfert d'Argent,Labé,Marketing,Agent_020,36663,CLT_2531
2024-04-04,Transfert d'Argent,Kindia,Marketing,Agent_014,35193,CLT_5928
2024-10-02,Wallet,Nzérékoré,Ventes,Agent_019,7438,CLT_7518
2024-06-03,Achat Facture Courant,Kindia,Support Client,Agent_031,24118,CLT_6016
2024-01-01,Paiement Mobile,Nzérékoré,Finance,Agent_027,22622,CLT_1226
2024-01-24,Wallet,Kankan,Marketing,Agent_002,27093,CLT_6208
2024-10-01,Paiement Mobile,Nzérékoré,Finance,Agent_032,8045,CLT_8624
2024-08-31,Paiement Mobile,Kindia,Marketing,Agent_006,32973,CLT_6707
2024-11-18,Transfert d'Argent,Kindia,Finance,Agent_035,5031,CLT_8442
2024-08-04,Achat Facture Courant,Kindia,Opérations,Agent_042,3100,CLT_2737
2024-03-26,Wallet,Kankan,Marketing,Agent_049,9439,CLT_8735
2024-06-25,Achat Facture Courant,Kankan,Ventes,Agent_013,29960,CLT_5526
2024-03-04,Transfert d'Argent,Conakry,Ventes,Agent_047,10539,CLT_6575
2024-08-12,Paiement Mobile,Nzérékoré,Ventes,Agent_035,38845,CLT_6340
2024-04-03,Transfert d'Argent,Kankan,Ventes,Agent_004,13680,CLT_8071
2024-03-09,Wallet,Labé,Opérations,Agent_023,17045,CLT_7613
2024-12-10,Achat Facture Courant,Kankan,Ventes,Agent_002,46993,CLT_4633
2024-02-26,Transfert d'Argent,Nzérékoré,Finance,Agent_025,32740,CLT_8790
2024-03-29,Achat Facture Courant,Nzérékoré,Finance,Agent_037,32300,CLT_1781
2024-08-12,Transfert d'Argent,Nzérékoré,Marketing,Agent_044,3702,CLT_4991
2024-12-30,Wallet,Conakry,Opérations,Agent_020,2977,CLT_4764
2024-10-17,Wallet,Nzérékoré,Marketing,Agent_020,44435,CLT_7614
2024-12-19,Paiement Mobile,Kankan,Ventes,Agent_026,20021,CLT_2965
2024-02-20,Achat Facture Courant,Kankan,Support Client,Agent_016,40410,CLT_1236
2024-10-21,Achat Facture Courant,Nzérékoré,Opérations,Agent_014,40027,CLT_9330
2024-03-15,Transfert d'Argent,Conakry,Finance,Agent_006,21808,CLT_6419
2024-06-12,Paiement Mobile,Nzérékoré,Opérations,Agent_028,31897,CLT_6581
2024-09-25,Paiement Mobile,Nzérékoré,Marketing,Agent_008,1168,CLT_4965
2024-05-16,Transfert d'Argent,Kindia,Finance,Agent_001,20893,CLT_8549
2024-10-14,Wallet,Kindia,Marketing,Agent_049,19097,CLT_7619
2024-07-08,Wallet,Labé,Opérations,Agent_046,11820,CLT_5658
2024-02-12,Wallet,Kindia,Finance,Agent_025,44905,CLT_3663
2024-10-21,Paiement Mobile,Labé,Marketing,Agent_024,1816,CLT_4866
2024-02-14,Transfert d'Argent,Kankan,Opérations,Agent_001,11506,CLT_3446
2024-12-18,Paiement Mobile,Conakry,Ventes,Agent_029,47265,CLT_9417
2024-07-18,Achat Facture Courant,Labé,Finance,Agent_005,49625,CLT_6074
2024-10-03,Transfert d'Argent,Kindia,Ventes,Agent_030,40701,CLT_2597
2024-01-05,Transfert d'Argent,Conakry,Opérations,Agent_024,41358,CLT_4019
2024-08-25,Paiement Mobile,Nzérékoré,Marketing,Agent_050,30108,CLT_6157
2024-04-27,Transfert d'Argent,Labé,Support Client,Agent_033,1016,CLT_9004
2024-10-05,Transfert d'Argent,Kankan,Opérations,Agent_030,31382,CLT_7172
2024-02-03,Wallet,Kankan,Opérations,Agent_037,48756,CLT_7230
2024-10-27,Achat Facture Courant,Conakry,Opérations,Agent_020,17502,CLT_8303
2024-09-17,Paiement Mobile,Kankan,Ventes,Agent_044,36535,CLT_1242
2024-12-10,Achat Facture Courant,Labé,Opérations,Agent_040,9207,CLT_5611
2024-09-22,Transfert d'Argent,Kankan,Support Client,Agent_032,49833,CLT_5923
2024-01-11,Achat Facture Courant,Nzérékoré,Marketing,Agent_017,24305,CLT_3085
2024-03-23,Achat Facture Courant,Conakry,Ventes,Agent_043,37376,CLT_9107
2024-04-27,Wallet,Nzérékoré,Support Client,Agent_024,28515,CLT_7566
2024-06-15,Paiement Mobile,Kindia,Opérations,Agent_015,38945,CLT_1879
2024-02-28,Wallet,Kankan,Ventes,Agent_005,8649,CLT_7246
2024-01-05,Transfert d'Argent,Conakry,Finance,Agent_030,23334,CLT_6348
2024-02-01,Transfert d'Argent,Conakry,Opérations,Agent_001,17348,CLT_7783
2024-04-21,Paiement Mobile,Nzérékoré,Finance,Agent_030,12345,CLT_1069
2024-11-20,Wallet,Kindia,Marketing,Agent_013,35422,CLT_3259
2024-04-11,Paiement Mobile,Kankan,Finance,Agent_018,27828,CLT_4260
2024-04-08,Wallet,Labé,Opérations,Agent_026,26793,CLT_7698
2024-05-03,Achat Facture Courant,Labé,Opérations,Agent_008,48783,CLT_8139
2024-08-10,Transfert d'Argent,Kindia,Opérations,Agent_015,41914,CLT_1471
2024-04-08,Wallet,Nzérékoré,Finance,Agent_009,17482,CLT_4649
2024-05-23,Wallet,Kankan,Opérations,Agent_016,14127,CLT_9697
2024-09-13,Wallet,Conakry,Opérations,Agent_044,17004,CLT_1532
2024-02-04,Achat Facture Courant,Kankan,Opérations,Agent_032,47831,CLT_2969
2024-12-29,Achat Facture Courant,Nzérékoré,Support Client,Agent_042,16639,CLT_9928
2024-07-03,Transfert d'Argent,Labé,Finance,Agent_032,40189,CLT_6258
2024-06-14,Transfert d'Argent,Kankan,Marketing,Agent_010,26572,CLT_8505
2024-06-04,Transfert d'Argent,Conakry,Ventes,Agent_005,28807,CLT_3744
2024-07-31,Paiement Mobile,Labé,Opérations,Agent_014,16695,CLT_6380
2024-09-30,Achat Facture Courant,Kankan,Marketing,Agent_028,14164,CLT_7942
2024-08-13,Paiement Mobile,Conakry,Ventes,Agent_004,22533,CLT_4998
2024-10-29,Achat Facture Courant,Labé,Marketing,Agent_012,38323,CLT_7538
2024-01-16,Paiement Mobile,Nzérékoré,Finance,Agent_045,31955,CLT_7121
2024-11-09,Transfert d'Argent,Kindia,Finance,Agent_013,27448,CLT_5491
2024-01-01,Achat Facture Courant,Labé,Ventes,Agent_031,44497,CLT_5728
2024-02-28,Paiement Mobile,Kankan,Support Client,Agent_012,36216,CLT_1724
2024-01-29,Wallet,Kankan,Marketing,Agent_011,40352,CLT_7668
2024-08-02,Achat Facture Courant,Conakry,Opérations,Agent_020,17513,CLT_4015
2024-09-19,Transfert d'Argent,Nzérékoré,Support Client,Agent_025,6107,CLT_5783
2024-12-01,Paiement Mobile,Kindia,Ventes,Agent_042,37421,CLT_7254
2024-06-12,Transfert d'Argent,Labé,Opérations,Agent_019,14787,CLT_3870
2024-04-18,Transfert d'Argent,Kindia,Marketing,Agent_001,27108,CLT_7570
2024-01-27,Paiement Mobile,Conakry,Support Client,Agent_039,10782,CLT_8036
2024-08-08,Paiement Mobile,Kankan,Finance,Agent_029,4356,CLT_6188
2024-09-23,Wallet,Kankan,Opérations,Agent_039,2735,CLT_3557
2024-08-02,Transfert d'Argent,Kindia,Marketing,Agent_017,39065,CLT_4657
2024-09-14,Paiement Mobile,Conakry,Marketing,Agent_016,40264,CLT_2324
2024-01-10,Transfert d'Argent,Labé,Marketing,Agent_015,27730,CLT_5866
2024-07-12,Transfert d'Argent,Kindia,Marketing,Agent_027,3894,CLT_8648
2024-09-13,Achat Facture Courant,Kindia,Ventes,Agent_009,32928,CLT_5862
2024-04-25,Achat Facture Courant,Kindia,Finance,Agent_042,48283,CLT_5570
2024-01-30,Transfert d'Argent,Kankan,Finance,Agent_027,21462,CLT_2907
2024-04-21,Paiement Mobile,Labé,Marketing,Agent_009,38135,CLT_5717
2024-05-31,Wallet,Nzérékoré,Ventes,Agent_009,16024,CLT_5144
2024-10-24,Paiement Mobile,Kindia,Finance,Agent_021,44164,CLT_7747
2024-05-31,Paiement Mobile,Kindia,Support Client,Agent_039,4910,CLT_4496
2024-02-17,Transfert d'Argent,Conakry,Marketing,Agent_013,12262,CLT_3823
2024-03-03,Paiement Mobile,Kindia,Opérations,Agent_049,14363,CLT_5584
2024-10-03,Wallet,Kankan,Marketing,Agent_045,40225,CLT_4296
2024-06-01,Achat Facture Courant,Labé,Ventes,Agent_049,32726,CLT_9164
2024-06-12,Paiement Mobile,Nzérékoré,Ventes,Agent_030,40886,CLT_9184
2024-02-21,Wallet,Kindia,Opérations,Agent_041,16308,CLT_6133
2024-08-12,Transfert d'Argent,Conakry,Finance,Agent_049,32876,CLT_9773
2024-04-28,Transfert d'Argent,Labé,Finance,Agent_038,36150,CLT_6681
2024-06-29,Paiement Mobile,Kankan,Marketing,Agent_016,5176,CLT_5483
2024-11-10,Paiement Mobile,Labé,Support Client,Agent_027,3755,CLT_8548
2024-05-31,Paiement Mobile,Kankan,Opérations,Agent_018,16381,CLT_8749
2024-01-19,Paiement Mobile,Nzérékoré,Opérations,Agent_011,12127,CLT_8596
2024-02-06,Transfert d'Argent,Labé,Support Client,Agent_018,9157,CLT_1918
2024-09-11,Achat Facture Courant,Kankan,Support Client,Agent_041,22965,CLT_2081
2024-07-05,Achat Facture Courant,Conakry,Marketing,Agent_027,23019,CLT_6916
2024-01-17,Paiement Mobile,Labé,Finance,Agent_049,33791,CLT_6419
2024-04-25,Wallet,Conakry,Ventes,Agent_044,18335,CLT_6407
2024-08-28,Achat Facture Courant,Kankan,Opérations,Agent_034,8650,CLT_6370
2024-06-13,Achat Facture Courant,Nzérékoré,Finance,Agent_018,17833,CLT_8328
2024-04-14,Wallet,Kankan,Finance,Agent_035,13708,CLT_3951
2024-02-23,Paiement Mobile,Kindia,Ventes,Agent_033,41571,CLT_9376
2024-05-04,Wallet,Kankan,Opérations,Agent_023,26820,CLT_7487
2024-06-22,Paiement Mobile,Labé,Finance,Agent_046,45354,CLT_8551
2024-11-24,Paiement Mobile,Kindia,Support Client,Agent_036,15963,CLT_7668
2024-01-20,Paiement Mobile,Nzérékoré,Support Client,Agent_045,41288,CLT_1892
2024-08-02,Wallet,Kankan,Opérations,Agent_032,21028,CLT_6339
2024-04-03,Achat Facture Courant,Conakry,Ventes,Agent_018,30400,CLT_8043
2024-06-02,Transfert d'Argent,Kankan,Opérations,Agent_010,33035,CLT_9264
2024-08-26,Achat Facture Courant,Nzérékoré,Marketing,Agent_003,43576,CLT_5802
2024-03-08,Wallet,Labé,Support Client,Agent_011,37417,CLT_2565
2024-01-26,Wallet,Kindia,Finance,Agent_004,1654,CLT_9336
2024-09-18,Paiement Mobile,Conakry,Finance,Agent_005,5290,CLT_2660
2024-03-16,Wallet,Conakry,Ventes,Agent_017,43096,CLT_2299
2024-06-26,Paiement Mobile,Labé,Opérations,Agent_015,5512,CLT_2858
2024-07-17,Wallet,Conakry,Opérations,Agent_041,41103,CLT_7277
2024-06-09,Achat Facture Courant,Kankan,Ventes,Agent_010,42354,CLT_6291
2024-09-15,Wallet,Nzérékoré,Marketing,Agent_040,49948,CLT_1246
2024-07-23,Achat Facture Courant,Labé,Ventes,Agent_020,29344,CLT_3434
2024-12-07,Achat Facture Courant,Nzérékoré,Ventes,Agent_038,47381,CLT_6226
2024-05-02,Paiement Mobile,Nzérékoré,Ventes,Agent_012,11552,CLT_6920
2024-04-06,Achat Facture Courant,Nzérékoré,Opérations,Agent_017,44307,CLT_3739
2024-08-03,Wallet,Kankan,Finance,Agent_001,25861,CLT_6838
2024-11-20,Transfert d'Argent,Conakry,Marketing,Agent_022,45410,CLT_8915
2024-07-01,Wallet,Labé,Ventes,Agent_020,25783,CLT_3233
2024-01-17,Wallet,Kindia,Marketing,Agent_035,40357,CLT_4185
2024-04-06,Wallet,Kindia,Opérations,Agent_008,16529,CLT_7450
2024-07-17,Paiement Mobile,Kankan,Finance,Agent_031,33029,CLT_5706
2024-08-22,Wallet,Conakry,Opérations,Agent_001,12281,CLT_6054
2024-06-22,Transfert d'Argent,Nzérékoré,Opérations,Agent_032,45853,CLT_7174
2024-04-06,Wallet,Conakry,Ventes,Agent_046,45834,CLT_8728
2024-12-02,Wallet,Nzérékoré,Ventes,Agent_027,45683,CLT_9451
2024-03-20,Achat Facture Courant,Labé,Support Client,Agent_020,21889,CLT_6275
2024-11-23,Wallet,Kindia,Marketing,Agent_033,19614,CLT_4747
2024-05-28,Paiement Mobile,Kindia,Opérations,Agent_023,40591,CLT_3137
2024-11-03,Paiement Mobile,Conakry,Ventes,Agent_037,38309,CLT_8566
2024-01-02,Transfert d'Argent,Conakry,Finance,Agent_004,43615,CLT_8409
2024-06-22,Achat Facture Courant,Labé,Marketing,Agent_004,44976,CLT_9796
2024-03-29,Paiement Mobile,Nzérékoré,Opérations,Agent_014,48765,CLT_5655
2024-02-20,Achat Facture Courant,Labé,Support Client,Agent_014,26785,CLT_1807
2024-08-08,Paiement Mobile,Conakry,Marketing,Agent_042,1085,CLT_8723
2024-09-17,Achat Facture Courant,Kankan,Support Client,Agent_036,31395,CLT_3508
2024-04-30,Paiement Mobile,Conakry,Ventes,Agent_021,45220,CLT_5645
2024-07-19,Paiement Mobile,Kindia,Marketing,Agent_043,43313,CLT_5130
2024-07-19,Achat Facture Courant,Nzérékoré,Finance,Agent_032,6921,CLT_3025
2024-02-01,Wallet,Nzérékoré,Ventes,Agent_001,23883,CLT_9159
2024-01-21,Paiement Mobile,Kankan,Support Client,Agent_019,7157,CLT_7358
2024-01-24,Achat Facture Courant,Kindia,Support Client,Agent_001,4038,CLT_8219
2024-12-22,Wallet,Kankan,Opérations,Agent_006,24054,CLT_9410
2024-01-10,Paiement Mobile,Labé,Support Client,Agent_022,32013,CLT_7158
2024-11-21,Wallet,Labé,Support Client,Agent_030,23295,CLT_8043
2024-08-29,Wallet,Kindia,Marketing,Agent_002,41003,CLT_1503
2024-03-09,Transfert d'Argent,Labé,Finance,Agent_016,9957,CLT_1236
2024-11-24,Transfert d'Argent,Kankan,Opérations,Agent_032,2446,CLT_1131
2024-08-13,Achat Facture Courant,Conakry,Marketing,Agent_044,31434,CLT_2458
2024-06-27,Transfert d'Argent,Nzérékoré,Finance,Agent_036,13005,CLT_7861
2024-04-13,Wallet,Kankan,Marketing,Agent_050,5718,CLT_5150
2024-01-12,Wallet,Nzérékoré,Marketing,Agent_015,9537,CLT_3312
2024-12-25,Achat Facture Courant,Labé,Finance,Agent_045,41544,CLT_3883
2024-02-22,Paiement Mobile,Conakry,Marketing,Agent_050,33136,CLT_8461
2024-01-25,Wallet,Kindia,Finance,Agent_022,12224,CLT_7547
2024-10-10,Paiement Mobile,Labé,Finance,Agent_005,3852,CLT_3224
2024-07-15,Paiement Mobile,Nzérékoré,Support Client,Agent_008,18779,CLT_5741
2024-05-22,Paiement Mobile,Conakry,Finance,Agent_005,48001,CLT_8805
2024-05-02,Paiement Mobile,Labé,Opérations,Agent_027,47031,CLT_1020
2024-05-19,Paiement Mobile,Conakry,Finance,Agent_023,2062,CLT_8920
2024-05-07,Achat Facture Courant,Kindia,Opérations,Agent_027,31079,CLT_8649
2024-02-17,Transfert d'Argent,Kankan,Finance,Agent_015,35421,CLT_1044
2024-10-01,Paiement Mobile,Conakry,Ventes,Agent_049,31441,CLT_2613
2024-05-05,Paiement Mobile,Kankan,Support Client,Agent_012,42562,CLT_7781
2024-08-20,Wallet,Kankan,Support Client,Agent_023,13871,CLT_4035
2024-12-14,Transfert d'Argent,Kankan,Ventes,Agent_011,44748,CLT_1637
2024-06-01,Wallet,Kindia,Marketing,Agent_016,1138,CLT_7239
2024-08-01,Paiement Mobile,Kankan,Marketing,Agent_029,11646,CLT_2851
2024-12-16,Paiement Mobile,Conakry,Opérations,Agent_027,15464,CLT_8135
2024-11-10,Wallet,Conakry,Support Client,Agent_039,41311,CLT_5780
2024-06-01,Transfert d'Argent,Kankan,Opérations,Agent_014,33461,CLT_1604
2024-08-05,Transfert d'Argent,Conakry,Marketing,Agent_045,13327,CLT_1202
2024-08-08,Transfert d'Argent,Labé,Opérations,Agent_024,4740,CLT_3721
2024-01-20,Achat Facture Courant,Conakry,Support Client,Agent_049,18114,CLT_2560
2024-10-15,Transfert d'Argent,Kindia,Ventes,Agent_016,24892,CLT_2082
2024-07-12,Paiement Mobile,Labé,Opérations,Agent_047,21698,CLT_6090
2024-04-12,Achat Facture Courant,Kankan,Marketing,Agent_008,28011,CLT_8645
2024-01-10,Achat Facture Courant,Conakry,Opérations,Agent_047,5191,CLT_6623
2024-09-02,Achat Facture Courant,Kindia,Opérations,Agent_009,36992,CLT_2240
2024-09-02,Achat Facture Courant,Conakry,Finance,Agent_007,26292,CLT_9455
2024-10-15,Wallet,Kindia,Support Client,Agent_020,28100,CLT_1640
2024-12-12,Achat Facture Courant,Kankan,Opérations,Agent_029,12814,CLT_9479
2024-09-10,Achat Facture Courant,Labé,Finance,Agent_022,22595,CLT_8772
2024-08-19,Transfert d'Argent,Nzérékoré,Finance,Agent_014,49984,CLT_5934
2024-04-16,Wallet,Conakry,Opérations,Agent_030,23608,CLT_3405
2024-07-08,Transfert d'Argent,Nzérékoré,Opérations,Agent_043,40810,CLT_9656
2024-09-12,Transfert d'Argent,Nzérékoré,Finance,Agent_046,48986,CLT_7072
2024-11-20,Transfert d'Argent,Kankan,Support Client,Agent_038,38598,CLT_2657
2024-03-17,Achat Facture Courant,Nzérékoré,Marketing,Agent_043,9509,CLT_9082
2024-10-31,Paiement Mobile,Nzérékoré,Ventes,Agent_020,19984,CLT_4094
2024-07-04,Achat Facture Courant,Labé,Ventes,Agent_049,3790,CLT_8079
2024-04-19,Wallet,Conakry,Support Client,Agent_001,37269,CLT_3814
2024-12-14,Transfert d'Argent,Conakry,Ventes,Agent_020,21517,CLT_1211
2024-05-17,Transfert d'Argent,Kindia,Opérations,Agent_017,29212,CLT_7349
2024-01-05,Transfert d'Argent,Labé,Marketing,Agent_020,2709,CLT_4022
2024-11-18,Transfert d'Argent,Conakry,Marketing,Agent_047,37604,CLT_9183
2024-09-06,Achat Facture Courant,Conakry,Ventes,Agent_013,30319,CLT_2470
2024-01-22,Wallet,Labé,Opérations,Agent_023,12516,CLT_2894
2024-03-05,Wallet,Nzérékoré,Support Client,Agent_031,4356,CLT_7216
2024-03-19,Achat Facture Courant,Conakry,Marketing,Agent_015,31858,CLT_7021
2024-10-29,Transfert d'Argent,Labé,Support Client,Agent_021,3560,CLT_5791
2024-09-07,Transfert d'Argent,Nzérékoré,Marketing,Agent_028,47299,CLT_6704
2024-07-08,Transfert d'Argent,Nzérékoré,Ventes,Agent_022,27301,CLT_4988
2024-11-02,Achat Facture Courant,Kankan,Support Client,Agent_027,39310,CLT_5521
2024-02-11,Achat Facture Courant,Conakry,Finance,Agent_032,14024,CLT_7893
2024-07-23,Achat Facture Courant,Kankan,Marketing,Agent_049,29244,CLT_9075
2024-09-08,Paiement Mobile,Kindia,Opérations,Agent_029,43300,CLT_1511
2024-01-29,Achat Facture Courant,Labé,Support Client,Agent_023,30859,CLT_6119
2024-09-16,Achat Facture Courant,Nzérékoré,Marketing,Agent_002,6119,CLT_6736
2024-02-23,Achat Facture Courant,Labé,Ventes,Agent_022,29206,CLT_8191
2024-04-26,Transfert d'Argent,Labé,Ventes,Agent_003,28736,CLT_1376
2024-03-21,Wallet,Labé,Support Client,Agent_014,23058,CLT_6242
2024-10-14,Achat Facture Courant,Kankan,Opérations,Agent_007,45729,CLT_1376
2024-01-25,Transfert d'Argent,Labé,Finance,Agent_007,25004,CLT_7485
2024-12-23,Paiement Mobile,Kindia,Finance,Agent_009,39194,CLT_4841
2024-06-21,Achat Facture Courant,Conakry,Marketing,Agent_032,17351,CLT_2620
2024-08-04,Paiement Mobile,Kankan,Ventes,Agent_021,49134,CLT_1888
2024-03-26,Wallet,Nzérékoré,Marketing,Agent_006,24738,CLT_1317
2024-07-11,Wallet,Kindia,Support Client,Agent_018,28450,CLT_5244
2024-02-15,Achat Facture Courant,Conakry,Marketing,Agent_017,46750,CLT_5642
2024-03-20,Wallet,Kankan,Support Client,Agent_009,49284,CLT_4654
2024-05-13,Achat Facture Courant,Conakry,Finance,Agent_003,36371,CLT_6747
2024-08-15,Transfert d'Argent,Conakry,Support Client,Agent_015,31911,CLT_8571
2024-10-01,Wallet,Labé,Ventes,Agent_007,32202,CLT_5120
2024-04-11,Transfert d'Argent,Conakry,Opérations,Agent_011,38025,CLT_5773
2024-09-03,Wallet,Kankan,Ventes,Agent_013,2471,CLT_6113
2024-10-02,Transfert d'Argent,Nzérékoré,Ventes,Agent_040,8739,CLT_2148
2024-02-10,Paiement Mobile,Nzérékoré,Support Client,Agent_006,45716,CLT_8408
2024-12-04,Wallet,Nzérékoré,Finance,Agent_017,4447,CLT_9276
2024-07-25,Transfert d'Argent,Conakry,Ventes,Agent_002,44123,CLT_5457
2024-09-07,Achat Facture Courant,Kankan,Finance,Agent_023,41455,CLT_1930
2024-02-05,Transfert d'Argent,Kankan,Finance,Agent_004,21193,CLT_6531
2024-06-18,Paiement Mobile,Kindia,Finance,Agent_009,24397,CLT_4442
2024-01-18,Achat Facture Courant,Labé,Marketing,Agent_040,15514,CLT_8402
2024-02-29,Achat Facture Courant,Kindia,Support Client,Agent_011,27616,CLT_9629
2024-01-17,Paiement Mobile,Conakry,Finance,Agent_023,29552,CLT_7632
2024-05-30,Wallet,Kindia,Finance,Agent_001,46477,CLT_9107
2024-07-25,Transfert d'Argent,Kindia,Finance,Agent_012,21705,CLT_9995
2024-10-17,Wallet,Kindia,Marketing,Agent_042,20531,CLT_5611
2024-11-06,Achat Facture Courant,Labé,Support Client,Agent_019,4719,CLT_7094
2024-05-15,Wallet,Nzérékoré,Marketing,Agent_036,14301,CLT_5745
2024-08-19,Achat Facture Courant,Kindia,Opérations,Agent_001,43202,CLT_3404
2024-09-12,Achat Facture Courant,Kindia,Finance,Agent_048,7140,CLT_7158
2024-06-27,Paiement Mobile,Kankan,Marketing,Agent_024,40005,CLT_5940
2024-01-28,Wallet,Conakry,Marketing,Agent_001,37398,CLT_7903
2024-08-21,Wallet,Kankan,Opérations,Agent_049,1331,CLT_2717
2024-11-12,Paiement Mobile,Labé,Finance,Agent_038,8792,CLT_9339
2024-10-22,Paiement Mobile,Nzérékoré,Ventes,Agent_042,43527,CLT_5396
2024-06-24,Achat Facture Courant,Nzérékoré,Support Client,Agent_049,11383,CLT_9714
2024-05-26,Achat Facture Courant,Nzérékoré,Finance,Agent_003,17849,CLT_4025
2024-03-16,Wallet,Kindia,Support Client,Agent_019,28447,CLT_7275
2024-09-04,Transfert d'Argent,Labé,Marketing,Agent_047,36791,CLT_8057
2024-06-06,Achat Facture Courant,Kindia,Support Client,Agent_042,8139,CLT_8224
2024-05-21,Transfert d'Argent,Kankan,Marketing,Agent_035,49205,CLT_2025
2024-09-30,Transfert d'Argent,Conakry,Marketing,Agent_026,6186,CLT_8236
2024-08-11,Paiement Mobile,Kindia,Marketing,Agent_017,37417,CLT_6911
2024-09-17,Paiement Mobile,Kankan,Ventes,Agent_005,41003,CLT_8293
2024-11-10,Transfert d'Argent,Kindia,Finance,Agent_048,23322,CLT_2961
2024-10-18,Achat Facture Courant,Kindia,Ventes,Agent_045,44269,CLT_1764
2024-06-13,Achat Facture Courant,Kankan,Support Client,Agent_022,2604,CLT_7506
2024-01-19,Transfert d'Argent,Conakry,Finance,Agent_038,13414,CLT_9849
2024-11-24,Wallet,Labé,Ventes,Agent_041,6792,CLT_3486
2024-12-03,Achat Facture Courant,Nzérékoré,Support Client,Agent_046,27306,CLT_4238
2024-01-21,Paiement Mobile,Kindia,Support Client,Agent_005,7954,CLT_8263
2024-12-22,Wallet,Labé,Ventes,Agent_014,14057,CLT_8870
2024-11-14,Transfert d'Argent,Kindia,Ventes,Agent_030,28982,CLT_2077
2024-05-01,Achat Facture Courant,Kindia,Support Client,Agent_029,13248,CLT_2962
2024-10-25,Paiement Mobile,Kindia,Marketing,Agent_016,41724,CLT_6555
2024-12-22,Achat Facture Courant,Kindia,Opérations,Agent_005,37777,CLT_2821
2024-12-16,Paiement Mobile,Conakry,Ventes,Agent_009,11556,CLT_5214
2024-08-21,Wallet,Kindia,Finance,Agent_033,6363,CLT_2117
2024-02-09,Achat Facture Courant,Kankan,Finance,Agent_038,3460,CLT_5338
2024-12-29,Transfert d'Argent,Labé,Ventes,Agent_011,45023,CLT_7740
2024-06-08,Wallet,Kankan,Ventes,Agent_035,5368,CLT_4023
2024-09-28,Wallet,Kankan,Support Client,Agent_049,10522,CLT_7660
2024-12-18,Wallet,Conakry,Ventes,Agent_012,47743,CLT_3103
2024-07-01,Wallet,Kankan,Support Client,Agent_015,41975,CLT_1125
2024-03-27,Wallet,Kankan,Marketing,Agent_015,12764,CLT_9980
2024-09-20,Paiement Mobile,Kankan,Finance,Agent_042,29293,CLT_9272
2024-12-25,Paiement Mobile,Kankan,Finance,Agent_028,11104,CLT_2558
